,Image Path,Image Name,Origin,CL,F,JH
791,http://www.vggallery.com/painting/p_0821.htm,['Blossoming Acacia Branches'],"June, 1890","Stockholm, National Museum",821,2015
792,http://www.vggallery.com/painting/p_0785.htm,['Child with Orange'],"June, 1890","Switzerland, private collection",785,2057
793,http://www.vggallery.com/painting/p_0789.htm,"['Church at Auvers, The']","June, 1890","Paris, Musée d'Orsay",789,2006
794,http://www.vggallery.com/painting/p_0822.htm,['Cows (after Jordaens)'],"July, 1890","Lille, Musée des Beaux-Arts",822,2095
795,http://www.vggallery.com/painting/p_0767.htm,['Ears of Wheat'],"June, 1890","Amsterdam, Van Gogh Museum",767,2034
796,http://www.vggallery.com/painting/p_0636.htm,['Field with Poppies'],"June, 1890","The Hague, Kunstmuseum Den Haag (on loan)",636,2027
797,http://www.vggallery.com/painting/p_0759.htm,['Houses in Auvers'],"June, 1890","Toledo (Oh.), The Toledo Museum of Art, Gift of Edward Drummond Libbey",759,1988
798,http://www.vggallery.com/painting/p_0760.htm,['Landscape with Carriage and Train in the Background'],"June, 1890","Moscow, Pushkin Museum",760,2019
799,http://www.vggallery.com/painting/p_0770.htm,['Landscape with the Chateau of Auvers at Sunset'],"June, 1890","Amsterdam, Van Gogh Museum",770,2040
800,http://www.vggallery.com/painting/p_0518.htm,"['Little Arlesienne, The']","June, 1890","Otterlo, Kröller-Müller Museum",518,2056
801,http://www.vggallery.com/painting/p_0740.htm,"['Little Stream, The']","June, 1890","New York, private collection",740,2022
802,http://www.vggallery.com/painting/p_0772.htm,['Marguerite Gachet at the Piano'],"June, 1890","Basle, Offentliche Kunstsammlung, Kunstmuseum Basel",772,2048
803,http://www.vggallery.com/painting/p_0756.htm,['Marguerite Gachet in the Garden'],"June, 1890","Paris, Musée d'Orsay",756,2005
804,http://www.vggallery.com/painting/p_0786.htm,['Portrait of Adeline Ravoux'],"June, 1890","Cleveland, The Cleveland Museum of Art",786,2036
805,http://www.vggallery.com/painting/p_0768.htm,['Portrait of Adeline Ravoux'],"June, 1890","Switzerland, private collection",768,2035
806,http://www.vggallery.com/painting/p_0769.htm,['Portrait of Adeline Ravoux'],"June, 1890",Private collection,769,2037
807,http://www.vggallery.com/painting/p_0754.htm,['Portrait of Doctor Gachet'],"June, 1890","Paris, Musée d'Orsay",754,2014
808,http://www.vggallery.com/painting/p_0753.htm,['Portrait of Doctor Gachet'],"June, 1890",Private collection,753,2007
809,http://www.vggallery.com/painting/p_0598.htm,['Still Life: Glass with Carnations'],"June, 1890",Private collection,598,2043
810,http://www.vggallery.com/painting/p_0589.htm,['Still Life: Glass with Wild Flowers'],"June, 1890",Private collection,589,2033
811,http://www.vggallery.com/painting/p_0764.htm,['Still Life: Japanese Vase with Roses and Anemones'],"June, 1890","Paris, Musée d'Orsay",764,2045
812,http://www.vggallery.com/painting/p_0595.htm,['Still Life: Pink Roses'],"June, 1890","Copenhagen, Ny Carlsberg Glyptotek",595,2009
813,http://www.vggallery.com/painting/p_0280.htm,['Still Life: Red Poppies and Daisies'],"June, 1890","Beijing, Collection Wang Zhongjun",280,2032
814,http://www.vggallery.com/painting/p_0599.htm,['Still Life: Vase with Flower and Thistles'],"June, 1890","Hakone, Pola Museum of Art",599,2044
815,http://www.vggallery.com/painting/p_0764a.htm,['Still Life: Vase with Rose-Mallows'],"June, 1890","Amsterdam, Van Gogh Museum",764a,2046
816,http://www.vggallery.com/painting/p_0792.htm,['Thatched Cottages at Cordeville'],"June, 1890","Paris, Musée d'Orsay",792,1987
817,http://www.vggallery.com/painting/p_0758.htm,['Thatched Cottages in Jorgus'],"June, 1890",Private collection,758,2016
818,http://www.vggallery.com/painting/p_0784.htm,['Two Children'],"June, 1890","Washington, D.C.: Collection Joseph Albritton",784,2052
819,http://www.vggallery.com/painting/p_0783.htm,['Two Children'],"June, 1890","Paris, Musée d'Orsay",783,2051
820,http://www.vggallery.com/painting/p_0773.htm,['Undergrowth with Two Figures'],"June, 1890","Cincinnati, The Cincinnati Art Museum",773,2041
821,http://www.vggallery.com/painting/p_0762.htm,['Vineyards with a View of Auvers'],"June, 1890","St. Louis, The Saint Louis Art Museum",762,2020
822,http://www.vggallery.com/painting/p_0804.htm,['Wheat Field at Auvers with White House'],"June, 1890","Washington, The Phillips Collection",804,2018
823,http://www.vggallery.com/painting/p_0775.htm,['Wheat Fields near Auvers'],"June, 1890","Vienna, Österreichische Galerie Belvedere",775,2038
824,http://www.vggallery.com/painting/p_0766.htm,"['White House at Night, The']","June, 1890","St. Petersburg, Hermitage",766,2031
825,http://www.vggallery.com/painting/p_0763.htm,['Wild Flowers and Thistles in a Vase'],"June, 1890",Private collection,763,2030
826,http://www.vggallery.com/painting/p_0787.htm,['Young Man with Cornflower'],"June, 1890","Dallas, private collection",787,2050
827,http://www.vggallery.com/painting/p_0765.htm,"[""Daubigny's Garden""]","Mid-June, 1890","Amsterdam, Van Gogh Museum",765,2029
828,http://www.vggallery.com/painting/p_0788.htm,['Young Girl Standing Against a Background of Wheat'],"Late June, 1890","Washington, National Gallery of Art",788,2055
829,http://www.vggallery.com/painting/p_0774.htm,['Young Peasant Woman with Straw Hat Sitting in the Wheat'],"Late June, 1890",Private collection,774,2053
830,http://www.vggallery.com/painting/p_0814.htm,['Garden in Auvers'],"June-July, 1890?",Paris: Collection Pierre Vernes and Edith Vernes-Karaoglan,814,2107
831,http://www.vggallery.com/painting/p_0790.htm,['Auvers Town Hall on 14 July 1890'],"July, 1890","Spain, private collection",790,2108
832,http://www.vggallery.com/painting/p_0798.htm,['Bank of the Oise at Auvers'],"July, 1890","Detroit, The Detroit Institute of Arts",798,2021
833,http://www.vggallery.com/painting/p_0777.htm,"[""Daubigny's Garden""]","July, 1890","Basel, Collection R. Staechelin",777,2105
834,http://www.vggallery.com/painting/p_0776.htm,"[""Daubigny's Garden""]","July, 1890","Hiroshima, Hiroshima Museum of Art",776,2104
835,http://www.vggallery.com/painting/p_0809.htm,['Field with Wheat Stacks'],"July, 1890","Riehen/Basel, Switzerland--Fondation Beyeler",809,2098
836,http://www.vggallery.com/painting/p_0761.htm,"['Fields, The']","July, 1890","Zurich, private collection",761,2120
837,http://www.vggallery.com/painting/p_0817.htm,"['Grove, The']","July, 1890",Private collection,817,1319
838,http://www.vggallery.com/painting/p_0563.htm,['Haystacks under a Rainy Sky'],"July, 1890","Otterlo, Kröller-Müller Museum",563,2121
839,http://www.vggallery.com/painting/p_0811.htm,['Landscape at Auvers in the Rain'],"July, 1890","Cardiff, National Museum of Wales",811,2096
840,http://www.vggallery.com/painting/p_0782.htm,['Plain Near Auvers'],"July, 1890","Munich, Neue Pinakothek",782,2099
841,http://www.vggallery.com/painting/p_0771.htm,['Sheaves of Wheat'],"July, 1890","Dallas, Dallas Museum of Art--the Wendy and Emery Reves Collection",771,2125
842,http://www.vggallery.com/painting/p_0793.htm,['Thatched Cottages by a Hill'],"July, 1890","London, Tate Gallery",793,2114
843,http://www.vggallery.com/painting/p_0780.htm,['Thatched Sandstone Cottages in Chaponval'],"July, 1890","Zurich, Kunsthaus Zurich",780,2115
844,http://www.vggallery.com/painting/p_0816.htm,['Tree Roots and Trunks'],"July, 1890","Amsterdam, Van Gogh Museum",816,2113
845,http://www.vggallery.com/painting/p_0819.htm,['Two Women Crossing the Fields'],"July, 1890","San Antonio, Marion Koogler MacNay Art Museum",819,2112
846,http://www.vggallery.com/painting/p_0800.htm,['View of Auvers with Church'],"July, 1890","Providence, Rhode Island School of Design",800,2122
847,http://www.vggallery.com/painting/p_0778.htm,['Wheat Field Under Clouded Sky'],"July, 1890","Amsterdam, Van Gogh Museum",778,2097
848,http://www.vggallery.com/painting/p_0808.htm,['Wheat Field with Cornflowers'],"July, 1890","Riehen/Basel, Switzerland, Fondation Beyeler",808,2118
849,http://www.vggallery.com/painting/p_0779.htm,['Wheat Field with Crows'],"July, 1890","Amsterdam, Van Gogh Museum",779,2117
850,http://www.vggallery.com/painting/p_0812.htm,['Wheat Fields'],"July, 1890","Private collection, United States",812,2101
851,http://www.vggallery.com/painting/p_0781.htm,['Wheat Fields at Auvers Under Clouded Sky'],"July, 1890","Pittsburgh, Carnegie Museum of Art",781,2102
852,http://www.vggallery.com/painting/p_0801.htm,['Wheat Fields with Auvers in the Background'],"July, 1890","Geneva, Musée d'Art et d'Histoire",801,2123
853,http://www.vggallery.com/painting/p_0559.htm,['Wheat Stacks with Reaper'],"July, 1890","Toledo (Oh.), The Toledo Museum of Art, Gift of Edward Drummond Libbey",559,1479
